Year,Value,Units,GeoCode
2009,40.364,1.000 EUR,
2010,41.885,1.000 EUR,
2011,43.982,1.000 EUR,
2012,45.248,1.000 EUR,
2013,44.435,1.000 EUR,
2014,45.243,1.000 EUR,
2015,48.301,1.000 EUR,
2016,48.203,1.000 EUR,
2017,48.193,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,26.85,1.000 EUR,
2001,26.959,1.000 EUR,
2002,28.123,1.000 EUR,
2003,26.119,1.000 EUR,
2004,26.482,1.000 EUR,
2005,26.823,1.000 EUR,
2006,27.211,1.000 EUR,
2007,28.798,1.000 EUR,
2008,28.856,1.000 EUR,
2009,29.23,1.000 EUR,
2010,30.065,1.000 EUR,
2011,30.419,1.000 EUR,
2012,32.636,1.000 EUR,
2013,32.55,1.000 EUR,
2014,34.391,1.000 EUR,
2015,34.983,1.000 EUR,
2016,37.013,1.000 EUR,
2017,37.849,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,33.044,1.000 EUR,
2001,34.881,1.000 EUR,
2002,36.598,1.000 EUR,
2003,37.166,1.000 EUR,
2004,38.268,1.000 EUR,
2005,38.368,1.000 EUR,
2006,41.059,1.000 EUR,
2007,42.356,1.000 EUR,
2008,42.784,1.000 EUR,
2009,40.879,1.000 EUR,
2010,46.141,1.000 EUR,
2011,49.255,1.000 EUR,
2012,50.667,1.000 EUR,
2013,53.558,1.000 EUR,
2014,54.044,1.000 EUR,
2015,54.115,1.000 EUR,
2016,57.006,1.000 EUR,
2017,57.802,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,37.337,1.000 EUR,
2001,39.51,1.000 EUR,
2002,40.439,1.000 EUR,
2003,41.295,1.000 EUR,
2004,41.687,1.000 EUR,
2005,42.87,1.000 EUR,
2006,45.259,1.000 EUR,
2007,47.199,1.000 EUR,
2008,49.138,1.000 EUR,
2009,46.585,1.000 EUR,
2010,48.034,1.000 EUR,
2011,50.918,1.000 EUR,
2012,54.218,1.000 EUR,
2013,54.179,1.000 EUR,
2014,57.854,1.000 EUR,
2015,57.698,1.000 EUR,
2016,59.042,1.000 EUR,
2017,60.779,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,19.11,1.000 EUR,
2001,19.781,1.000 EUR,
2002,20.814,1.000 EUR,
2003,20.611,1.000 EUR,
2004,19.939,1.000 EUR,
2005,19.962,1.000 EUR,
2006,21.119,1.000 EUR,
2007,21.823,1.000 EUR,
2008,22.181,1.000 EUR,
2009,22.594,1.000 EUR,
2010,23.721,1.000 EUR,
2011,25.32,1.000 EUR,
2012,23.72,1.000 EUR,
2013,24.058,1.000 EUR,
2014,24.923,1.000 EUR,
2015,25.437,1.000 EUR,
2016,26.29,1.000 EUR,
2017,27.138,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,18.472,1.000 EUR,
2001,19.012,1.000 EUR,
2002,19.495,1.000 EUR,
2003,19.859,1.000 EUR,
2004,20.918,1.000 EUR,
2005,21.699,1.000 EUR,
2006,22.017,1.000 EUR,
2007,22.172,1.000 EUR,
2008,22.3,1.000 EUR,
2009,21.447,1.000 EUR,
2010,23.532,1.000 EUR,
2011,25.174,1.000 EUR,
2012,26.377,1.000 EUR,
2013,26.556,1.000 EUR,
2014,27.601,1.000 EUR,
2015,27.837,1.000 EUR,
2016,28.984,1.000 EUR,
2017,30.057,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,19.516,1.000 EUR,
2001,19.483,1.000 EUR,
2002,19.534,1.000 EUR,
2003,19.601,1.000 EUR,
2004,19.99,1.000 EUR,
2005,20.328,1.000 EUR,
2006,21.901,1.000 EUR,
2007,21.894,1.000 EUR,
2008,23.662,1.000 EUR,
2009,24.274,1.000 EUR,
2010,25.434,1.000 EUR,
2011,27.877,1.000 EUR,
2012,27.426,1.000 EUR,
2013,29.616,1.000 EUR,
2014,31.488,1.000 EUR,
2015,32.268,1.000 EUR,
2016,33.167,1.000 EUR,
2017,34.775,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,28.109,1.000 EUR,
2001,27.952,1.000 EUR,
2002,29.66,1.000 EUR,
2003,29.395,1.000 EUR,
2004,29.264,1.000 EUR,
2005,30.555,1.000 EUR,
2006,32.829,1.000 EUR,
2007,34.223,1.000 EUR,
2008,36.478,1.000 EUR,
2009,35.637,1.000 EUR,
2010,37.794,1.000 EUR,
2011,38.268,1.000 EUR,
2012,39.393,1.000 EUR,
2013,39.382,1.000 EUR,
2014,41.11,1.000 EUR,
2015,41.199,1.000 EUR,
2016,42.633,1.000 EUR,
2017,43.742,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,24.375,1.000 EUR,
2001,25.362,1.000 EUR,
2002,25.453,1.000 EUR,
2003,25.23,1.000 EUR,
2004,26.398,1.000 EUR,
2005,26.827,1.000 EUR,
2006,28.469,1.000 EUR,
2007,29.947,1.000 EUR,
2008,30.729,1.000 EUR,
2009,27.524,1.000 EUR,
2010,29.112,1.000 EUR,
2011,31.285,1.000 EUR,
2012,31.754,1.000 EUR,
2013,32.858,1.000 EUR,
2014,33.791,1.000 EUR,
2015,34.556,1.000 EUR,
2016,37.318,1.000 EUR,
2017,38.385,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,23.295,1.000 EUR,
2001,24.691,1.000 EUR,
2002,25.429,1.000 EUR,
2003,24.188,1.000 EUR,
2004,24.177,1.000 EUR,
2005,24.41,1.000 EUR,
2006,25.69,1.000 EUR,
2007,25.166,1.000 EUR,
2008,26.886,1.000 EUR,
2009,25.87,1.000 EUR,
2010,27.589,1.000 EUR,
2011,30.277,1.000 EUR,
2012,31.077,1.000 EUR,
2013,33.237,1.000 EUR,
2014,34.594,1.000 EUR,
2015,35.589,1.000 EUR,
2016,36.798,1.000 EUR,
2017,37.435,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,22.013,1.000 EUR,
2001,22.443,1.000 EUR,
2002,24.192,1.000 EUR,
2003,22.316,1.000 EUR,
2004,23.189,1.000 EUR,
2005,23.445,1.000 EUR,
2006,24.388,1.000 EUR,
2007,24.339,1.000 EUR,
2008,26.237,1.000 EUR,
2009,25.409,1.000 EUR,
2010,27.454,1.000 EUR,
2011,29.142,1.000 EUR,
2012,30.886,1.000 EUR,
2013,31.604,1.000 EUR,
2014,32.16,1.000 EUR,
2015,32.851,1.000 EUR,
2016,34.161,1.000 EUR,
2017,35.294,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,21.348,1.000 EUR,
2001,22.731,1.000 EUR,
2002,23.149,1.000 EUR,
2003,22.328,1.000 EUR,
2004,22.265,1.000 EUR,
2005,22.978,1.000 EUR,
2006,24.124,1.000 EUR,
2007,24.775,1.000 EUR,
2008,25.053,1.000 EUR,
2009,25.093,1.000 EUR,
2010,26.482,1.000 EUR,
2011,28.917,1.000 EUR,
2012,30.166,1.000 EUR,
2013,31.179,1.000 EUR,
2014,33.978,1.000 EUR,
2015,34.144,1.000 EUR,
2016,36.489,1.000 EUR,
2017,37.704,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,25.825,1.000 EUR,
2001,25.961,1.000 EUR,
2002,28.175,1.000 EUR,
2003,28.35,1.000 EUR,
2004,29.098,1.000 EUR,
2005,30.733,1.000 EUR,
2006,32.97,1.000 EUR,
2007,35.019,1.000 EUR,
2008,36.562,1.000 EUR,
2009,37.42,1.000 EUR,
2010,37.88,1.000 EUR,
2011,40.375,1.000 EUR,
2012,42.966,1.000 EUR,
2013,43.986,1.000 EUR,
2014,45.427,1.000 EUR,
2015,47.353,1.000 EUR,
2016,48.566,1.000 EUR,
2017,50.749,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,19.5,1.000 EUR,
2001,20.324,1.000 EUR,
2002,20.848,1.000 EUR,
2003,20.287,1.000 EUR,
2004,20.453,1.000 EUR,
2005,21.417,1.000 EUR,
2006,22.335,1.000 EUR,
2007,22.518,1.000 EUR,
2008,23.274,1.000 EUR,
2009,23.151,1.000 EUR,
2010,24.704,1.000 EUR,
2011,26.2,1.000 EUR,
2012,26.372,1.000 EUR,
2013,27.417,1.000 EUR,
2014,28.732,1.000 EUR,
2015,29.313,1.000 EUR,
2016,30.714,1.000 EUR,
2017,32.502,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,25.869,1.000 EUR,
2001,26.194,1.000 EUR,
2002,26.264,1.000 EUR,
2003,26.083,1.000 EUR,
2004,26.152,1.000 EUR,
2005,26.761,1.000 EUR,
2006,27.735,1.000 EUR,
2007,29.03,1.000 EUR,
2008,30.407,1.000 EUR,
2009,30.362,1.000 EUR,
2010,31.547,1.000 EUR,
2011,32.749,1.000 EUR,
2012,32.803,1.000 EUR,
2013,33.133,1.000 EUR,
2014,34.223,1.000 EUR,
2015,35.837,1.000 EUR,
2016,37.662,1.000 EUR,
2017,38.864,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,18.46,1.000 EUR,
2001,18.87,1.000 EUR,
2002,19.826,1.000 EUR,
2003,20.705,1.000 EUR,
2004,21.022,1.000 EUR,
2005,21.35,1.000 EUR,
2006,22.575,1.000 EUR,
2007,23.397,1.000 EUR,
2008,24.769,1.000 EUR,
2009,24.497,1.000 EUR,
2010,25.846,1.000 EUR,
2011,26.726,1.000 EUR,
2012,27.318,1.000 EUR,
2013,27.464,1.000 EUR,
2014,28.411,1.000 EUR,
2015,29.787,1.000 EUR,
2016,30.56,1.000 EUR,
2017,30.321,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,22.288,1.000 EUR,
2001,23.259,1.000 EUR,
2002,23.583,1.000 EUR,
2003,25.114,1.000 EUR,
2004,26.218,1.000 EUR,
2005,26.107,1.000 EUR,
2006,26.323,1.000 EUR,
2007,27.292,1.000 EUR,
2008,28.435,1.000 EUR,
2009,27.678,1.000 EUR,
2010,28.302,1.000 EUR,
2011,28.659,1.000 EUR,
2012,29.016,1.000 EUR,
2013,29.715,1.000 EUR,
2014,31.242,1.000 EUR,
2015,32.675,1.000 EUR,
2016,33.724,1.000 EUR,
2017,35.203,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,23.11,1.000 EUR,
2001,24.11,1.000 EUR,
2002,25.04,1.000 EUR,
2003,25.929,1.000 EUR,
2004,25.504,1.000 EUR,
2005,26.274,1.000 EUR,
2006,26.982,1.000 EUR,
2007,27.984,1.000 EUR,
2008,33.23,1.000 EUR,
2009,32.606,1.000 EUR,
2010,33.8,1.000 EUR,
2011,34.93,1.000 EUR,
2012,32.656,1.000 EUR,
2013,32.226,1.000 EUR,
2014,33.172,1.000 EUR,
2015,35.105,1.000 EUR,
2016,34.814,1.000 EUR,
2017,35.633,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,29.903,1.000 EUR,
2001,29.526,1.000 EUR,
2002,29.522,1.000 EUR,
2003,30.11,1.000 EUR,
2004,31.612,1.000 EUR,
2005,31.347,1.000 EUR,
2006,31.77,1.000 EUR,
2007,32.407,1.000 EUR,
2008,33.526,1.000 EUR,
2009,35.107,1.000 EUR,
2010,35.892,1.000 EUR,
2011,36.398,1.000 EUR,
2012,36.57,1.000 EUR,
2013,36.592,1.000 EUR,
2014,38.184,1.000 EUR,
2015,39.346,1.000 EUR,
2016,39.846,1.000 EUR,
2017,41.297,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,13.964,1.000 EUR,
2001,14.249,1.000 EUR,
2002,14.384,1.000 EUR,
2003,14.104,1.000 EUR,
2004,14.037,1.000 EUR,
2005,14.418,1.000 EUR,
2006,14.766,1.000 EUR,
2007,15.41,1.000 EUR,
2008,16.262,1.000 EUR,
2009,16.321,1.000 EUR,
2010,16.954,1.000 EUR,
2011,17.717,1.000 EUR,
2012,18.522,1.000 EUR,
2013,18.957,1.000 EUR,
2014,20.319,1.000 EUR,
2015,21.002,1.000 EUR,
2016,21.509,1.000 EUR,
2017,22.051,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,17.873,1.000 EUR,
2001,17.617,1.000 EUR,
2002,17.721,1.000 EUR,
2003,17.64,1.000 EUR,
2004,18.584,1.000 EUR,
2005,21.006,1.000 EUR,
2006,27.949,1.000 EUR,
2007,28.183,1.000 EUR,
2008,29.168,1.000 EUR,
2009,29.269,1.000 EUR,
2010,30.379,1.000 EUR,
2011,30.609,1.000 EUR,
2012,30.722,1.000 EUR,
2013,31.657,1.000 EUR,
2014,32.775,1.000 EUR,
2015,31.478,1.000 EUR,
2016,32.905,1.000 EUR,
2017,33.091,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,14.049,1.000 EUR,
2001,14.051,1.000 EUR,
2002,14.573,1.000 EUR,
2003,14.581,1.000 EUR,
2004,14.699,1.000 EUR,
2005,15.481,1.000 EUR,
2006,15.877,1.000 EUR,
2007,16.579,1.000 EUR,
2008,17.63,1.000 EUR,
2009,17.77,1.000 EUR,
2010,18.435,1.000 EUR,
2011,20.006,1.000 EUR,
2012,20.547,1.000 EUR,
2013,21.607,1.000 EUR,
2014,22.62,1.000 EUR,
2015,23.077,1.000 EUR,
2016,23.53,1.000 EUR,
2017,24.867,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,13.141,1.000 EUR,
2001,13.726,1.000 EUR,
2002,14.061,1.000 EUR,
2003,13.819,1.000 EUR,
2004,14.051,1.000 EUR,
2005,13.971,1.000 EUR,
2006,14.594,1.000 EUR,
2007,15.349,1.000 EUR,
2008,15.959,1.000 EUR,
2009,15.502,1.000 EUR,
2010,15.482,1.000 EUR,
2011,16.446,1.000 EUR,
2012,17.48,1.000 EUR,
2013,18.056,1.000 EUR,
2014,19.153,1.000 EUR,
2015,19.261,1.000 EUR,
2016,19.939,1.000 EUR,
2017,20.49,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,15.292,1.000 EUR,
2001,15.169,1.000 EUR,
2002,15.594,1.000 EUR,
2003,15.468,1.000 EUR,
2004,15.971,1.000 EUR,
2005,15.792,1.000 EUR,
2006,16.093,1.000 EUR,
2007,16.524,1.000 EUR,
2008,17.715,1.000 EUR,
2009,17.271,1.000 EUR,
2010,17.259,1.000 EUR,
2011,17.256,1.000 EUR,
2012,17.661,1.000 EUR,
2013,18.324,1.000 EUR,
2014,19.145,1.000 EUR,
2015,19.713,1.000 EUR,
2016,20.186,1.000 EUR,
2017,21.017,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,15.206,1.000 EUR,
2001,17.403,1.000 EUR,
2002,17.727,1.000 EUR,
2003,19.135,1.000 EUR,
2004,18.132,1.000 EUR,
2005,18.554,1.000 EUR,
2006,20.454,1.000 EUR,
2007,22.369,1.000 EUR,
2008,21.976,1.000 EUR,
2009,19.854,1.000 EUR,
2010,21.05,1.000 EUR,
2011,22.653,1.000 EUR,
2012,22.562,1.000 EUR,
2013,23.518,1.000 EUR,
2014,25.264,1.000 EUR,
2015,25.18,1.000 EUR,
2016,26.156,1.000 EUR,
2017,26.478,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,13.56,1.000 EUR,
2001,14.354,1.000 EUR,
2002,15.243,1.000 EUR,
2003,16.084,1.000 EUR,
2004,15.295,1.000 EUR,
2005,16.386,1.000 EUR,
2006,17.543,1.000 EUR,
2007,19.421,1.000 EUR,
2008,19.365,1.000 EUR,
2009,18.544,1.000 EUR,
2010,19.464,1.000 EUR,
2011,20.768,1.000 EUR,
2012,21.023,1.000 EUR,
2013,21.964,1.000 EUR,
2014,23.638,1.000 EUR,
2015,25.32,1.000 EUR,
2016,26.002,1.000 EUR,
2017,27.29,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,17.075,1.000 EUR,
2001,17.202,1.000 EUR,
2002,17.738,1.000 EUR,
2003,17.632,1.000 EUR,
2004,18.041,1.000 EUR,
2005,18.589,1.000 EUR,
2006,19.242,1.000 EUR,
2007,20.028,1.000 EUR,
2008,19.837,1.000 EUR,
2009,19.185,1.000 EUR,
2010,19.903,1.000 EUR,
2011,20.529,1.000 EUR,
2012,21.307,1.000 EUR,
2013,22.046,1.000 EUR,
2014,23.218,1.000 EUR,
2015,23.604,1.000 EUR,
2016,24.745,1.000 EUR,
2017,26.23,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,15.474,1.000 EUR,
2001,16.295,1.000 EUR,
2002,17.356,1.000 EUR,
2003,16.489,1.000 EUR,
2004,17.038,1.000 EUR,
2005,16.87,1.000 EUR,
2006,17.505,1.000 EUR,
2007,18.072,1.000 EUR,
2008,19.445,1.000 EUR,
2009,19.578,1.000 EUR,
2010,20.17,1.000 EUR,
2011,21.022,1.000 EUR,
2012,22.094,1.000 EUR,
2013,22.798,1.000 EUR,
2014,24.532,1.000 EUR,
2015,24.992,1.000 EUR,
2016,25.343,1.000 EUR,
2017,26.229,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,16.371,1.000 EUR,
2001,15.828,1.000 EUR,
2002,15.99,1.000 EUR,
2003,15.779,1.000 EUR,
2004,16.591,1.000 EUR,
2005,16.452,1.000 EUR,
2006,16.826,1.000 EUR,
2007,17.874,1.000 EUR,
2008,18.31,1.000 EUR,
2009,18.138,1.000 EUR,
2010,18.365,1.000 EUR,
2011,19.391,1.000 EUR,
2012,20.125,1.000 EUR,
2013,21.585,1.000 EUR,
2014,22.728,1.000 EUR,
2015,23.492,1.000 EUR,
2016,24.394,1.000 EUR,
2017,24.933,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,13.649,1.000 EUR,
2001,14.729,1.000 EUR,
2002,15.287,1.000 EUR,
2003,15.174,1.000 EUR,
2004,15.909,1.000 EUR,
2005,16.493,1.000 EUR,
2006,17.363,1.000 EUR,
2007,18.205,1.000 EUR,
2008,18.899,1.000 EUR,
2009,18.604,1.000 EUR,
2010,19.899,1.000 EUR,
2011,21.583,1.000 EUR,
2012,22.433,1.000 EUR,
2013,23.289,1.000 EUR,
2014,25.026,1.000 EUR,
2015,25.539,1.000 EUR,
2016,25.16,1.000 EUR,
2017,26.737,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,17.697,1.000 EUR,
2001,17.196,1.000 EUR,
2002,18.12,1.000 EUR,
2003,17.401,1.000 EUR,
2004,17.779,1.000 EUR,
2005,18.523,1.000 EUR,
2006,21.355,1.000 EUR,
2007,24.966,1.000 EUR,
2008,28.501,1.000 EUR,
2009,29.194,1.000 EUR,
2010,32.703,1.000 EUR,
2011,31.998,1.000 EUR,
2012,32.294,1.000 EUR,
2013,31.542,1.000 EUR,
2014,31.729,1.000 EUR,
2015,30.64,1.000 EUR,
2016,31.509,1.000 EUR,
2017,32.046,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
